Event type,Outcome,Player,Recipient player,Team,Competition,Season,Match,Date,Minute,Second,Start X,Start Y,End X,End Y,Touch,Pass height,Distance,Duration,Body part,In attacking third,In attacking half,Inside attacking third,Distance to own goal,Inside attacking half,Distance to opponent's goal
pass,complete,Anna Sandberg,Jayde Yuk Fun Riviere,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Tottenham Hotspur Women,2025-12-14,3,10,107.800003051758,70.1999969482422,105.47642661502086,42.81264261610717,true,high,27.49,1659.8299999999872,left_foot,true,true,true,110.9381809838254,true,28.901211047290047
pass,incomplete,Anna Sandberg,,Manchester United,FAWSL (FA Women's Super League),2025/2026,London City Lionesses vs. Manchester United,2025-09-14,53,46,113.599998474121,14.8000001907349,111.2,44.3,true,high,29.6,40,left_foot,true,true,true,115.56123917646435,true,22.144976857066258
pass,out,Anna Sandberg,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Brighton & Hove Albion WFC vs. Manchester United,2025-11-02,43,1,110.300003051758,15.1999998092651,120,34.4,true,high,21.51,1628,left_foot,true,true,true,112.2440644310424,true,22.950599120720142
pass,complete,Anna Sandberg,Ella Toone,Manchester United,FAWSL (FA Women's Super League),2025/2026,Brighton & Hove Albion WFC vs. Manchester United,2025-11-02,48,14,118.699996948242,17,110,30.5,true,low,16.06,1254,left_foot,true,true,true,120.21102278909368,true,19.04442175546425
pass,incomplete,Hinata Miyazawa,Melvine Malard,Manchester United,FAWSL (FA Women's Super League),2025/2026,Liverpool WFC vs. Manchester United,2025-09-28,2,41,93.5999984741211,63.4000015258789,106,32,true,high,33.76,1475,right_foot,true,true,true,95.58932994848327,true,32.76156284428446
pass,complete,Hinata Miyazawa,Leah Galton,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester City WFC vs. Manchester United,2025-11-15,36,6,84.3000030517578,26.6000003814697,106,27.1,true,ground,21.71,2047,left_foot,true,true,true,84.8224616478442,true,36.91679834438518
pass,out,Hinata Miyazawa,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Tottenham Hotspur Women,2025-12-14,49,12,91.5,17.3999996185303,120,18.38,true,ground,28.52,2635.75,left_foot,true,true,true,93.37135535055705,true,34.032484481741854
pass,incomplete,Hinata Miyazawa,Melvine Malard,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. West Ham United LFC,2025-12-07,13,27,84.4000015258789,49.5999984741211,114.4,34.6,true,high,33.54,2091,right_foot,true,true,true,84.5855779669324,true,36.03775797687753
pass,complete,Hinata Miyazawa,Melvine Malard,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Leicester City WFC,2025-09-07,67,16,91,40.5,103,34.3,true,ground,13.51,970,right_foot,true,true,true,91,true,29
pass,complete,Hinata Miyazawa,Ella Toone,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Tottenham Hotspur Women,2025-12-14,28,11,85.5,21,102.33,23.38,true,ground,17,1149.3359999998938,right_foot,true,true,true,86.80581777738172,true,37.61980861195336
pass,out,Hinata Miyazawa,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Manchester United vs. Aston Villa,2025-11-08,70,29,97.8000030517578,24.7999992370605,120,50.3,true,high,33.81,2881,left_foot,true,true,true,98.43921982624609,true,24.865236777477108
pass,incomplete,Hinata Miyazawa,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Liverpool WFC vs. Manchester United,2025-09-28,3,24,91.8000030517578,16.8999996185303,112.4,44.9,true,high,34.76,2250,right_foot,true,true,true,93.76593197958414,true,34.05950674921761
pass,complete,Hinata Miyazawa,Elisabeth Terland,Manchester United,FAWSL (FA Women's Super League),2025/2026,Liverpool WFC vs. Manchester United,2025-09-28,9,21,84.8000030517578,51.9000015258789,102.6,51.9,true,ground,17.8,1169,right_foot,true,true,true,85.16718851764452,true,36.07561503287228
pass,out,Hinata Miyazawa,,Manchester United,FAWSL (FA Women's Super League),2025/2026,Everton LFC vs. Manchester United,2025-10-12,31,45,89.8000030517578,24.2999992370605,120,27.08,true,high,30.33,2740.792000000132,left_foot,true,true,true,90.55898630174698,true,32.387188825212974
pass,complete,Hinata Miyazawa,Simisola Feyishayo Awujo,Manchester United,FAWSL (FA Women's Super League),2025/2026,Arsenal WFC vs. Manchester United,2026-01-10,70,16,88.8000030517578,21.2000007629395,104.67,26.19,true,ground,16.64,1264.9760000000242,right_foot,true,true,true,90.02488544841366,true,34.53230371695465
